Date,1,2,3,4,5,6,7,8,9,10,11,12
2012-04-16,Google and Oracle battle over the future of Android,Blue-chips hold gains but tech sector lags,China and the U.S.: It's complicated,Google fined $25000 for 'willfully' stonewalling FCC,AT&T's $350 million plan to groom new U.S. workers,,,,,,,
2012-04-17,Yahoo CEO: 'We don't need to reinvent who we are',Why a top app maker is ditching BlackBerry,Microsoft's master plan to beat Apple and Google,,,,,,,,,
2012-04-18,Rise of the robots,Riding that train: CSX earnings a great sign,,,,,,,,,,
2012-04-23,Microsoft selling some AOL patents to Facebook,Optimizely aims to give Obama 2012 a data edge,,,,,,,,,,
2012-04-24,Romney uses startup hatched by Obama campaign,Nokia debt downgraded to junk by Fitch,Unique summer camps,AT&T and Verizon iPhone activations disappoint,I can't find qualified employees,,,,,,,
2012-04-26,Zynga 'draws' up a good earnings report,,,,,,,,,,,
2012-04-27,Samsung takes cell phone market lead from Nokia,Welcome to 2011: 'Old' risks are back!,A look behind Apple's App Store curtain,,,,,,,,,
2012-05-01,You can be Sirius: Satellite radio is a good bet,RIM previews long-delayed BlackBerry 10,Ron Conway: Tech is nowhere near a bubble,,,,,,,,,
2012-05-02,Facebook readies for mid-May IPO,,,,,,,,,,,
2012-05-03,Intel wants to plug a smartphone into your brain,Verizon reps push 4G Android over iPhone,,,,,,,,,,
2012-05-04,5 reasons to not 'like' Facebook's IPO,Zuckerberg courts investors in Facebook's online road show,,,,,,,,,,
2012-05-06,Buffett and Munger won't buy Facebook stock,,,,,,,,,,,
2012-05-07,Research in Motion: Just call it the BleakBerry,How small investors can get in on Facebook IPO,,,,,,,,,,
2012-05-08,The tech behind Google's driverless car,,,,,,,,,,,
2012-05-09,Apple's stock is getting creamed by Verizon and AT&T,Should Yahoo's CEO be fired for lying?,,,,,,,,,,
2012-05-10,Bing fires at Google with new social search,Why Google's self-driving car may save lives,,,,,,,,,,
2012-05-11,Facebook's early acquisitions soar in value,,,,,,,,,,,
2012-05-14,Au'-sterity for gold as prices plunge,Seniors clamoring to invest in Facebook IPO,,,,,,,,,,
2012-05-15,How Facebook insiders are preparing to be millionaires,,,,,,,,,,,
2012-05-16,Half of U.S. cell phones are now smartphones,You're only worth $1.21 to Facebook,Buffett discloses new stake in GM Viacom,,,,,,,,,
2012-05-17,Facebook's IPO price: $38 per share,Warren Buffett buys into 'declining' newspapers,The Facebook effect on San Francisco real estate,Facebook IPO: The art of pricing the right pop,Facebook IPO: No 'Beatlemania' in Europe Asia,Facebook to set final IPO price Thursday,,,,,,
2012-05-18,Enough on Facebook! Buy Google or Apple,Facebook's new billionaires,Thrilled and bummed by Google's self-driving car,,,,,,,,,
2012-05-21,Cars for Facebook billionaires (yes they're still rich),How Alcatel-Lucent made the Internet 5 times faster,Yahoo: The hottest tech stock in the Valley?,Google ordered to mend its ways fast or face antitrust action,Facebook employees have millions. Now what?,,,,,,,
2012-05-22,Google seals $13 billion Motorola buy,Facebook plunges 18% below IPO price,,,,,,,,,,
2012-05-23,Google vanquishes Oracle in Android patent fight,,,,,,,,,,,
2012-05-24,Google kills 250000 search links a week,Facebook sees modest gains,The problem with Microsoft trying to be Apple,Silicon Valley shrugs off Facebook IPO woes,,,,,,,,
2012-05-25,Best of StockTwits: The not-so great $GOOG-a Mooga?,,,,,,,,,,,
2012-05-26,Stupid Stock Move of the Day! Chesapeake up? Can Icahn really save?,,,,,,,,,,,
2012-05-29,Best of StockTwits: To $FB or not to $FB,,,,,,,,,,,
2012-05-30,Stupid Stock Move of the Day! eBay down?,6 hot startups to watch,15 top MBA employers,RIM hires bankers to review its bleak options plans job cuts,Facebook is finally a buy at ...,,,,,,,
2012-05-31,Google wants to run .lol Web domain,First contract-free iPhone comes to Cricket,Rethinking the Kindle Fire six months later,,,,,,,,,
2012-06-01,Groupon tanks as lockup for insiders ends,Microsoft turns on 'do not track' by default in IE10,Judge deals deathblow to Oracle in Google fight,,,,,,,,,
2012-06-04,Best of StockTwits: No Groupon for you!,Groupon now worth less than the $6 billion Google offered,,,,,,,,,,
2012-06-05,Can Sony be saved? Stock near 32-year low.,Donuts' startup lands $100 million for dot-brand domains,Google buys social startup Meebo,Cisco's new smarter network for the Internet of things,Napster founders launch new venture: Airtime,Netflix builds its own delivery network,,,,,,
2012-06-06,The Internet now has 340 trillion trillion trillion addresses,Invest like a hedge fund honcho with the Top Guru Holdings ETF,,,,,,,,,,
2012-06-07,The bull case for Facebook: Yes there is one,Microsoft and Google play chicken over Do Not Track,Virgin Mobile to start selling iPhones June 29,,,,,,,,,
2012-06-08,Stupid Stock Move of the Day! Nokia up?,Bugs and bungling slow major Internet name expansion,#StopMerkel tops Twitter in Spain,,,,,,,,,
2012-06-11,Apple unveils faster MacBook Air major iOS update,,,,,,,,,,,
2012-06-12,Verizon kills voice minutes makes data shareable,Google the big loser at Apple's WWDC,Garmin plunges after Apple reveals new map features,,,,,,,,,
2012-06-13,Stupid Stock Move of the Day! Dell up?,Get ready for . google  .apple and more,Dude you're gettin' a dividend!,The Web's most sought-after new domain name is...,Here comes .NETFLIX: New Web domain applications revealed,,,,,,,
2012-06-14,Nokia to cut 10000 jobs worldwide,,,,,,,,,,,
2012-06-15,Stupid Stock Move of the Day! Microsoft up 2%?,,,,,,,,,,,
2012-06-18,Microsoft unveils Surface tablet to rival iPad,25 expert investment picks to retire on,Microsoft's tablet needs to dazzle,Microsoft readies for Big Tech battle,,,,,,,,
2012-06-20,Microsoft hardballs its partners with Surface,,,,,,,,,,,
2012-06-21,LCD TV shipments decline for first time ever,,,,,,,,,,,
2012-06-22,Tech execs' expensive toys,,,,,,,,,,,
2012-06-24,Stocks: Global economy in focus,,,,,,,,,,,
2012-06-25,Where's Page? Investors deserve to know,,,,,,,,,,,
2012-06-26,Google's got an Android problem,Sheryl Sandberg joins Facebook board,,,,,,,,,,
2012-06-27,Google glasses are $1500 - and you can't have them,Google unveils $199 'Nexus 7' tablet,Stocks finish higher on U.S. data,,,,,,,,,
2012-06-28,Google's Chrome browser comes to Apple's iPhone,Hands on with Google's $199 Nexus 7 tablet,First take on Google's new toys,,,,,,,,,
2012-06-29,Daredevils flaunt Google glasses at I/O,Reveal of Google's new tablet in 90 sec,What happens to your BlackBerry now?,Is Google too big to be good?,,,,,,,,
2012-07-02,Microsoft and Google heart hardware,,,,,,,,,,,
2012-07-03,Want Windows 8? It'll only cost you $40,Microsoft's $6 billion whoopsie,,,,,,,,,,
2012-07-06,Internet blackout for thousands begins Monday,Who's who in mobile payments,,,,,,,,,,
2012-07-08,Google pushes for gay rights with 'Legalize Love' campaign,,,,,,,,,,,
2012-07-09,Windows 8 and Surface to go on sale in October,Stocks slide on earnings' fears,Stocks poised for lower open,,,,,,,,,
2012-07-10,Staples counts on tech for sales,If RIM dies what happens to BlackBerry's hometown?,Mobile ads can hijack your phone and steal your contacts,DNSChanger: ISPs see few problems from Internet blackout,,,,,,,,
2012-07-11,Google to pay $22.5 million fine for Safari privacy evasion,Stocks end lower after Fed minutes,,,,,,,,,,
2012-07-12,Groupon: Where's Google now?,NBC launches Olympics live-streaming app for tablets and phones,Yahoo's password hack shows that it failed security 101,$199 Nexus 7 costs Google $184 to make,,,,,,,,
2012-07-13,Stocks: Earnings and Fed action in play,Digg sold to Betaworks for pocket change,,,,,,,,,,
2012-07-16,Stocks end in the red after weak retail sales,Stocks: Citi's earnings to draw attention,,,,,,,,,,
2012-07-17,Thiel: Google has $50B doesn't innovate,Mayer: Yahoo!'s exclamation point?,Microsoft could owe billions in another antitrust battle,Stocks hold on to rally,Stocks: Waiting on Bernanke,Google's Marissa Mayer named Yahoo CEO,Review: Nokia's Lumia 900 already feels outdated,,,,,
2012-07-18,AT&T scraps voice minutes for 'shared data' plan option,Here's the mess new Yahoo CEO Marissa Mayer is taking over,,,,,,,,,,
2012-07-19,Google profit jumps 11% to $2.8 billion,New Yahoo CEO Marissa Mayer nabs $71 million pay package,Microsoft sales jump ahead of Windows 8,Tech titans spar over future of America,Stocks 'stuck in limbo',Stocks poised for an early bounce,,,,,,
2012-07-20,Google buys Sparrow for 'new Gmail project',U.S. stocks slide 1% financials drag,Viacom and DirecTV in deal to restore programming,Stocks headed for weak open,,,,,,,,
2012-07-23,Ousted Yahoo CEO Thompson takes job at ShopRunner,,,,,,,,,,,
2012-07-24,Facebook working on 'want' button?,,,,,,,,,,,
2012-07-25,Third Point's Dan Loeb buys 2.5 million Yahoo shares,,,,,,,,,,,
2012-07-26,NFC exploit: Be very very careful what your smartphone gets near,Google brings faster Internet to Kansas City,Facebook earnings: Good but not good enough,Your future home is vulnerable to cyberattacks,Facebook earnings have a lot to live up to,,,,,,,
2012-07-27,Amazon CEO Bezos donates $2.5 million for same-sex marriage,Mark Zuckerberg's net worth falls by $7.2 billion,,,,,,,,,,
2012-07-30,Microsoft's solution to its vision problem,,,,,,,,,,,
2012-07-31,Apple aims for salted earth in Samsung fight,Microsoft's Google Glass rival,Microsoft reinvents Hotmail as Outlook,,,,,,,,,
2012-08-01,Google delays Nexus Q offers freebies in return,Regulator smacks Verizon for blocking mobile apps,Mark Zuckerberg's sister now works for Google,,,,,,,,,
2012-08-02,Dear Mark Zuckerberg' letter stirs up tech world,Google Wallet now accepts multiple cards,,,,,,,,,,
2012-08-03,Hated stocks finally get some hugs,How the Internet found David Pogue's missing iPhone,,,,,,,,,,
2012-08-06,Apple closing in on all-time high. Again.,Where Microsoft geeks go to 'Do epic $#!+',,,,,,,,,,
2012-08-08,Hack forces Apple and Amazon to change security policies,Android races past Apple in smartphone market share,Facebook turns its users into anti-phishing detectives,Hack attack exposes major gap in Amazon and Apple security,,,,,,,,
2012-08-09,E*Trade shares rally as CEO departs,BlackBerry takeover? Wanna buy a bridge too?,Google to pay record $22.5 million fine for Safari privacy evasion,The state with the fastest Internet is...,,,,,,,,
2012-08-10,Real-time econ stats for data junkies,Google death benefits pay dead employees' families for 10 years,,,,,,,,,,
2012-08-13,Why Google's anti-piracy search crackdown won't affect YouTube,Google buys Frommer's travel brand,Google's Motorola job cuts are no surprise,Stocks: Global concerns grip investors,Motorola to battle iPhone with military-style skunkworks lab,Motorola Mobility to reduce staff by 40,,,,,,
2012-08-14,Groupon: Social media's Pets.com?,Stocks lose steam,Square and Starbucks: Cashless lattes,,,,,,,,,
2012-08-15,Staples goes splat but Target is on the mark,Shatner returns to Priceline ads,Mobile pay war: Wal-Mart and others vs. Google,The startup that feeds other startups - literally,,,,,,,,
2012-08-16,China's Twitter' stock surges more than 10%,Apple and Cisco show investors the money,Siri is your new customer service rep,,,,,,,,,
2012-08-17,Summer camps try to solve Silicon Valley's gender gap,,,,,,,,,,,
2012-08-21,Apple is not overvalued ... yet,Think fast! Crazy job interview questions,,,,,,,,,,
2012-08-22,Trading volume at 5-year low. Don't panic,Best companies for Generation Y,,,,,,,,,,
2012-08-23,Take that Square! eBay still a leader in mobile payments,Why Twitter is wiping out its apps,eBay: The biz to beat in mobile payments,3 startups that want to make your life easier,,,,,,,,
2012-08-24,Apple vs. Samsung: Three possible outcomes,,,,,,,,,,,
2012-08-25,What the Apple-Samsung verdict means for your smartphone,,,,,,,,,,,
2012-08-27,4 ways the Apple-Samsung verdict affects you,New York Times sells About.com to IAC,,,,,,,,,,
2012-08-30,7 best gadgets and gizmos coming this fall,,,,,,,,,,,
2012-09-04,Google at 14: Better than ever,Apple announces likely iPhone 5 event on Sept. 12,Netflix stock slumps 6% after Amazon signs Epix deal,Malware attacks on the rise,,,,,,,,
2012-09-05,Nokia stock sinks as new Lumias disappoint,LinkedIn surges 6% nears all-time high,Can Google turn Motorola around?,,,,,,,,,
2012-09-06,Amazon: Great company WAY overvalued stock,Twitter tops Facebook in mobile ad sales,Bing takes on Google with a 'Pepsi Challenge',Google to Apple: Get off our lawn!,,,,,,,,
2012-09-07,Pandora plunges on Apple radio reports,Google tops $700 for first time since 2007,Stocks end the week with strong gains,iPhone is bigger than all of Microsoft,,,,,,,,
2012-09-10,Toys R Us unveils $150 tablet for kids,3 big features the iPhone is missing,,,,,,,,,,
2012-09-11,The iPhone 5 is coming ... will there be an iPhone 10?,,,,,,,,,,,
2012-09-12,Facebook's stock dive is 'disappointing' CEO Mark Zuckerberg says,,,,,,,,,,,
2012-09-13,Nintendo unveils $300 Wii U coming Nov. 18,,,,,,,,,,,
2012-09-14,Apple stock hits record high near $700,Apple shares hit all-time high,,,,,,,,,,
2012-09-15,SmartThings will let you run your world by smartphone,,,,,,,,,,,
2012-09-17,Your smartphone will (eventually) be hacked,,,,,,,,,,,
2012-09-18,Forget Apple look at Google's stock,The market party is over,Stocks close flat as Apple Fed set the floor,Broke college students turn to fertility clinics sugar daddies,,,,,,,,
2012-09-19,Groupon launches credit-card payments service,,,,,,,,,,,
2012-09-20,What the Zuck? Facebook up 30% from lows,,,,,,,,,,,
2012-09-21,Bad timing: BlackBerry outage hits RIM on iPhone 5 day,Apple's annual iPhone snafus,IPhone 5 sale draws huge crowds,,,,,,,,,
2012-09-22,IPhone 5 journal: So about that Maps app ...,,,,,,,,,,,
2012-09-23,Stocks: U.S. economy in focus,,,,,,,,,,,
2012-09-24,Facebook plunges 9% on $15 price call,Global growth fears weigh on stocks,5 pay-by-phone apps tested,,,,,,,,,
2012-09-25,Stocks slide to 2-week low,Stocks: Choppy trading ahead,Google stock hits all-time high,,,,,,,,,
2012-09-26,iPhlop? Apple down 6% from all-time high,Marissa Mayer's Yahoo turnaround starts to take shape,BlackBerry's wipeout creates major mobile security gaps,Stocks plagued by 'nervousness',Barnes & Noble unveils $199 Nook HD,,,,,,,
2012-09-27,Everybody hates HP,No awkward teen years for Google,RIM's fate hangs on BlackBerry 10,,,,,,,,,
2012-09-28,Apple's biggest apologies,RIM's Monty Python moment: I'm not dead!,"Apple CEO: ""We are extremely sorry"" for Maps frustration","Apple CEO Tim Cook's letter: ""We fell short""",RIM stock rises 17% after not-so-bad quarter,,,,,,,
2012-10-01,IBM stock hits all-time high,Yahoo CEO: It's a boy!,25 highest-paid men,,,,,,,,,
2012-10-02,Sheryl Sandberg: What I learned from Google,,,,,,,,,,,
2012-10-04,Google strikes deal with publishers over universal library,Bank stocks lead markets higher,Facebook reaches one billion users,Toys R Us enters video streaming business,,,,,,,,
2012-10-08,Tiny tech suing Google up 80% in past week,Angry Birds Star Wars coming next month,,,,,,,,,,
2012-10-10,EBay unveils major redesign and same-day delivery service,Ballmer: Microsoft will make more gadgets like Surface,Don't panic! No worms in Apple stock,,,,,,,,,
2012-10-11,Google awards $60000 prize for Chrome hack,,,,,,,,,,,
2012-10-15,Amazon to buy TI's mobile chip business? Skeptics call 'BS',,,,,,,,,,,
2012-10-16,Apple announces likely iPad mini event on Oct. 23,Facebook 'likes' Republicans,,,,,,,,,,
